"f_stop_max","lens_type","f_stop_min","lens_mount","dp_review_link","focal_length","dp_lens_detail_link","year_released","lens_brand","msrp","msrp__002","lens_name"
"F1.4","Prime lens","F16","Leica SL","null","50 ","https://www.dpreview.com/products/leica/lenses/leica_sl_50_1p4_asph","Oct 20, 2015","Leica","","","Leica Summilux-SL 50mm F1.4 ASPH"
"F4","Zoom lens","F22","Leica M","null","16–21 ","https://www.dpreview.com/products/leica/lenses/leica_16-18-21_4","Sep 14, 2006","Leica","5,395.00 ","5,895.00","Leica Tri-Elmar-M 16-18-21mm f/4 ASPH"
"F1.4","Prime lens","F16","Leica M","null","50 ","https://www.dpreview.com/products/leica/lenses/leica_m_50_1p4","","Leica","3,895.00 ","4,095.00","Leica Summilux-M 50mm f/1.4 ASPH"
"F1.4","Prime lens","F16","Leica M","null","24 ","https://www.dpreview.com/products/leica/lenses/leica_m_24_1p4","Sep 15, 2008","Leica","7,295.00","","Leica Summilux-M 24mm f/1.4 ASPH"
"F1.4","Prime lens","F16","Leica M","null","35 ","https://www.dpreview.com/products/leica/lenses/leica_m_35_1p4","May 17, 2010","Leica","4,995.00 ","6,100.00","Leica Summilux-M 35mm f/1.4 ASPH"
"F1.4","Prime lens","F16","Leica M","null","21 ","https://www.dpreview.com/products/leica/lenses/leica_m_21_1p4","Sep 15, 2008","Leica","","","Leica Summilux-M 21mm f/1.4 Asph"
"F2","Prime lens","F16","Leica TL","null","23 ","https://www.dpreview.com/products/leica/lenses/leica-t-23-2","Apr 24, 2014","Leica","1,459.00","","Leica Summicron-T 23mm f/2 ASPH"
"F2","Prime lens","F16","Leica M","null","50 ","https://www.dpreview.com/products/leica/lenses/leica_m_50_2","","Leica","2,295.00","","Leica Summicron-M 50mm f/2"
"F2","Prime lens","F16","Leica M","null","28 ","https://www.dpreview.com/products/leica/lenses/leica_m_28_2","","Leica","3,450.00 ","4,295.00","Leica Summicron-M 28mm f/2 ASPH"
"F2","Prime lens","F16","Leica M","null","35 ","https://www.dpreview.com/products/leica/lenses/leica_m_35_2","","Leica","3,095.00 ","3,350.00","Leica Summicron-M 35mm f/2 ASPH"
"F2.5","Prime lens","F16","Leica M","null","90 ","https://www.dpreview.com/products/leica/lenses/leica_m_90_2p5","","Leica","","","Leica Summarit-M 90mm f/2.5"
"F5.6","Prime lens","F22","Leica M","null","28 ","https://www.dpreview.com/products/leica/lenses/leica_summaron_m_28_5p6","Oct 19, 2016","Leica","","","Leica Summaron-M 28mm F5.6"
"F2.5","Prime lens","F16","Leica M","null","75 ","https://www.dpreview.com/products/leica/lenses/leica_m_75_2p5","","Leica","1,549.00 ","1,907.99","Leica Summarit-M 75mm f/2.5"
"F2.4","Prime lens","F16","Leica M","null","90 ","https://www.dpreview.com/products/leica/lenses/leica_m_90_2p4","Sep 16, 2014","Leica","2,195.00","","Leica Summarit-M 90mm F2.4 ASPH"
"F2.4","Prime lens","F16","Leica M","null","75 ","https://www.dpreview.com/products/leica/lenses/leica_m_75_2p4","Sep 16, 2014","Leica","1,895.00 ","1,995.00","Leica Summarit-M 75mm F2.4 ASPH"
"F2.5","Prime lens","F16","Leica M","null","50 ","https://www.dpreview.com/products/leica/lenses/leica_m_50_2p5","","Leica","1,389.00","","Leica Summarit-M 50mm f/2.5"
"F2.4","Prime lens","F16","Leica M","null","50 ","https://www.dpreview.com/products/leica/lenses/leica_m_50_2p4","Sep 16, 2014","Leica","1,795.00","","Leica Summarit-M 50mm F2.4 ASPH"
"F4","Prime lens","F22","Leica M","null","90 ","https://www.dpreview.com/products/leica/lenses/leica_m_90_4_macro","","Leica","","","Leica Macro-Elmar-M 90mm f/4"
"F2.8","Prime lens","F16","Leica M","null","24 ","https://www.dpreview.com/products/leica/lenses/leica_m_24_2p8","","Leica","","","Leica Elmarit-M 24mm f/2.8 ASPH"
"F2.5","Prime lens","F16","Leica M","null","25–35 ","https://www.dpreview.com/products/leica/lenses/leica_m_35_2p5","","Leica","","","Leica Summarit-M 35mm f/2.5"
"F1","Prime lens","F16","Leica M","null","50 ","https://www.dpreview.com/products/leica/lenses/leica_m_50_0p95","Sep 15, 2008","Leica","10,795.00 ","10,995.00","Leica Noctilux-M 50mm f/0.95 ASPH"
"F2.8","Prime lens","F22","Leica M","null","28 ","https://www.dpreview.com/products/leica/lenses/leica_m_28_2p8","Sep 14, 2006","Leica","2,249.96","","Leica Elmarit-M 28mm f/2.8 ASPH"
"F2.4","Prime lens","F16","Leica M","null","35 ","https://www.dpreview.com/products/leica/lenses/leica_m_35_2p4","Sep 16, 2014","Leica","1,995.00 ","2,095.00","Leica Summarit-M 35mm F2.4 ASPH"
"F2.8","Prime lens","F16","Leica M","null","21 ","https://www.dpreview.com/products/leica/lenses/leica_m_21_2p8","","Leica","","","Leica Elmarit-M 21mm f/2.8 ASPH"
"","","","","null","","https://www.dpreview.com/products/leica/lenses/leica_s_30_2p8","Oct 27, 2011","Leica","7,195.00","","Leica Elmarit S 30MM F/2.8 ASPH"
"F2","Prime lens","F16","Leica M","null","75 ","https://www.dpreview.com/products/leica/lenses/leica_m_75_2","","Leica","3,795.00","","Leica APO-Summicron-M 75mm f/2 ASPH"
"F3.5–4.5","Zoom lens","F16","Leica TL","null","55–135 ","https://www.dpreview.com/products/leica/lenses/leica_t_55-135_3p5-4p5","Apr 24, 2014","Leica","1,499.89 ","1,895.00","Leica APO-Vario-Elmar-T 55-135mm F3.5-4.5"
"F3.8","Prime lens","F16","Leica M","null","24 ","https://www.dpreview.com/products/leica/lenses/leica_m_24_3p8","Sep 15, 2008","Leica","2,073.89 ","2,495.00","Leica Elmar-M 24mm f/3.8 ASPH"
"F2.8–4","Zoom lens","F22","Leica SL","null","90–280 ","https://www.dpreview.com/products/leica/lenses/leica_sl_90-280_2p8-4","Oct 20, 2015","Leica","6,122.89","","Leica APO-Vario-Elmarit-SL 90-280 mm F2.8–4"
"F3.4","Prime lens","F22","Leica M","null","135 ","https://www.dpreview.com/products/leica/lenses/leica_m_135_3p4_asph","","Leica","3,795.00","","Leica APO-Telyt-M 135mm f/3.4 ASPH"
"F2","Prime lens","F16","Leica M","null","50 ","https://www.dpreview.com/products/leica/lenses/leica_m_50_2_apo","May 10, 2012","Leica","7,795.00","","Leica APO-Summicron-M 50mm f/2 ASPH"
"F2.8","Prime lens","F32","Leica TL","null","60 ","https://www.dpreview.com/products/leica/lenses/leica_tl_60_2p8_asph","","Leica","","","Leica APO-Macro-Elmarit-TL 60mm f2.8 ASPH"
"F2","Prime lens","F16","Leica M","null","90 ","https://www.dpreview.com/products/leica/lenses/leica_m_90_2","","Leica","4,195.00","","Leica APO-Summicron-M 90mm f/2 ASPH"
"F2.4","Prime lens","F22","Canon EF, Nikon F (FX), Pentax KAF3","null","15 ","https://www.dpreview.com/products/irix/lenses/irix_15_2p4","Mar 16, 2016","Irix","","","Irix 15mm F2.4"
"","Teleconverter","","Canon EF, Nikon F (FX), Sony/Minolta Alpha","null","","https://www.dpreview.com/products/kenko/lenses/kenko_mc4_1p4x","","Kenko","96.95","","Kenko Teleplus MC4 AF 1.4 DGX"
"","Teleconverter","","Canon EF, Nikon F (FX), Sony/Minolta Alpha","null","","https://www.dpreview.com/products/kenko/lenses/kenko_mc4_2x","","Kenko","109.00 ","119.90","Kenko Teleplus MC4 AF 2.0 DGX"
"","Teleconverter","","Canon EF, Nikon F (FX), Sony/Minolta Alpha","null","","https://www.dpreview.com/products/kenko/lenses/kenko_mc7_2x","","Kenko","117.07 ","139.90","Kenko Teleplus MC7 AF 2.0 DGX"
"","Teleconverter","","Canon EF, Nikon F (FX)","null","","https://www.dpreview.com/products/kenko/lenses/kenko_pro300af_3x","","Kenko","","","Kenko Teleplus Pro 300 AF 3.0x"
"","","","","null","","https://www.dpreview.com/products/holga/lenses/holga_nikon_lens","","Holga","74.95","","Holga Lens Kit for Nikon"
"","Teleconverter","","Canon EF, Nikon F (FX)","null","","https://www.dpreview.com/products/kenko/lenses/kenko_pro300af_1p4x","","Kenko","130.00 ","135.00","Kenko Teleplus Pro 300 AF 1.4x"
"","Teleconverter","","Canon EF, Nikon F (FX)","null","","https://www.dpreview.com/products/kenko/lenses/kenko_pro300af_2x","","Kenko","147.50","","Kenko Teleplus Pro 300 AF 2.0x"
"F3.2","Prime lens","F32","Hasselblad X","null","90 ","https://www.dpreview.com/products/hasselblad/lenses/hasselblad_90_3p2","Jun 22, 2016","Hasselblad","","","Hasselblad XCD 90mm F3.2"
"","","","","null","","https://www.dpreview.com/products/holga/lenses/holga_canon_lens","","Holga","79.95","","Holga Lens Kit for Canon EOS"
"F3.5","Prime lens","F32","Hasselblad X","null","45 ","https://www.dpreview.com/products/hasselblad/lenses/hasselblad_45_3p5","Jun 22, 2016","Hasselblad","","","Hasselblad XCD 45mm F3.5"
"F2.8","Prime lens","F22","Canon EF, Pentax KAF, Sony/Minolta Alpha, Nikon F (FX)","null","80 ","https://www.dpreview.com/products/hartblei/lenses/hartblei_80_2p8","","Hartblei","","","Hartblei Superrotator 80mm F2.8 IF TS"
"F4","Prime lens","F22","Canon EF, Pentax KAF, Sony/Minolta Alpha, Nikon F (FX)","null","40 ","https://www.dpreview.com/products/hartblei/lenses/hartblei_40_4","","Hartblei","","","Hartblei Superrotator 40mm F4 IF TS"
"F4","Prime lens","F32","Canon EF, Pentax KAF, Sony/Minolta Alpha, Nikon F (FX)","https://www.dpreview.com/reviews/hartblei-120-4-pc-n10","121 ","https://www.dpreview.com/products/hartblei/lenses/hartblei_120_4","","Hartblei","","","Hartblei Superrotator Macro 120mm F4 TS"
"F2.8","Zoom lens","","Pentax KAF3","null","11–18 ","https://www.dpreview.com/products/pentax/lenses/pentax_11-18_2p8","","Pentax","","","HD Pentax-DA* 11-18mm F2.8"
"F4.5","Prime lens","F32","Pentax 645AF2","null","28–45 ","https://www.dpreview.com/products/pentax/lenses/pentax_hd_da_645ed_28-45_f4p5_aw_sr","","Pentax","4,299.99 ","5,124.77","HD Pentax-DA645 28-45mm F4.5ED AW SR"
"F2.8–4","Zoom lens","F22–32","Pentax KAF3","null","20–40 ","https://www.dpreview.com/products/pentax/lenses/pentax_hd_20-40_2p8-4","","Pentax","630.00","","HD Pentax-DA 20-40mm F2.8-4 ED Limited DC WR"
"F3.5","Prime lens","F32","Pentax 645AF2","null","35 ","https://www.dpreview.com/products/pentax/lenses/pentax_hd_fa645_35_3p5_al","Nov 11, 2015","Pentax","2,075.48","","HD Pentax-D FA645 35mm F3.5 AL [IF]"
"F1.4","Prime lens","","Pentax KAF3","null","50 ","https://www.dpreview.com/products/pentax/lenses/pentax_fa_50_1p4_sdm_aw","","Pentax","","","HD Pentax-D FA* 50mm F1.4 SDM AW"
"F2.4","Prime lens","F22","Pentax KAF","null","70 ","https://www.dpreview.com/products/pentax/lenses/pentax_hd_da_70_2p4_ltd","Aug 27, 2013","Pentax","421.95","","HD Pentax DA 70mm F2.4 AL Limited"
"F3.2","Prime lens","F22","Pentax KAF","null","21 ","https://www.dpreview.com/products/pentax/lenses/pentax_hd_da_21_3p2_ltd","Aug 27, 2013","Pentax","337.00 ","421.95","HD Pentax DA 21mm F3.2 AL Limited"
"","Teleconverter","","Pentax KAF2","null","","https://www.dpreview.com/products/pentax/lenses/pentax_1p4x_rc","","Pentax","434.35","","HD Pentax DA AF 1.4X AW Rear Converter"
"F2.8","Prime lens","F22","Pentax KAF","null","40 ","https://www.dpreview.com/products/pentax/lenses/pentax_hd_da_40_2p8_ltd","Aug 27, 2013","Pentax","321.95","","HD Pentax DA 40mm F2.8 Limited"
"F3.5–5.6","Zoom lens","F22–38","Pentax KAF3","null","16–85 ","https://www.dpreview.com/products/pentax/lenses/pentax_16-85_3p5-5p6_dc_wr","Oct 29, 2014","Pentax","520.40","","HD Pentax DA 16-85mm F3.5-5.6 ED DC WR"
"F2.8","Prime lens","F22","Pentax KAF","null","35 ","https://www.dpreview.com/products/pentax/lenses/pentax_hd_da_35_2p8_ltd","Aug 27, 2013","Pentax","399.95","","HD Pentax DA 35mm F2.8 Macro Limited"
"F4","Prime lens","F22","Pentax KAF","null","15 ","https://www.dpreview.com/products/pentax/lenses/pentax_hd_da_15_4_ltd","Aug 27, 2013","Pentax","459.79","","HD Pentax DA 15mm F4 ED AL Limited"
"F2.8","Zoom lens","F22","Pentax KAF3","null","24–70 ","https://www.dpreview.com/products/pentax/lenses/pentax_24-70_f2p8_wr","Sep 24, 2015","Pentax","1,296.95","","HD Pentax D FA 24-70mm F2.8 ED SDM WR"
"F2.8","Prime lens","F22","Pentax 645AF2","null","90 ","https://www.dpreview.com/products/pentax/lenses/pentax_90_2p8_645","Sep 10, 2012","Pentax","3,709.00 ","3,999.99","HD Pentax D FA 645 Macro 90mm F2.8 ED AW SR"
"F3.5–5.6","Zoom lens","F22–38","Pentax KAF3","null","28–105 ","https://www.dpreview.com/products/pentax/lenses/pentax_fa_28-105_3p5-5p6_ed_dc_wr","Feb 17, 2016","Pentax","496.95","","HD PENTAX-D FA 28-105mm F3.5-5.6 ED DC WR"
"F2.8","Zoom lens","F22","Pentax KAF3","null","15–30 ","https://www.dpreview.com/products/pentax/lenses/pentax_fa_15-30_2p8_ed_sdm_wr","Feb 17, 2016","Pentax","1,299.95","","HD PENTAX-D FA 15-30mm F2.8 ED SDM WR"
"F2","Prime lens","F16","Fujifilm X","null","90 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_90_2_r_lm_wr","May 18, 2015","Fujifilm","848.95","","Fujifilm XF 90mm F2 R LM WR"
"F2.8","Zoom lens","F22","Sony E","null","18–55 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_mk_18_55_t2p9","","Fujifilm","3,799.00","","Fujinon MK 18-55mm T2.9"
"F2.4","Prime lens","F22","Fujifilm X","null","60 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_60mm","","Fujifilm","649.00","","Fujifilm XF 60mm F2.4 R Macro"
"F4–5.8","Zoom lens","F22–32","Pentax KAF2","null","55–300 ","https://www.dpreview.com/products/pentax/lenses/pentax_smc_da_55-300_4-5p8_wr","","Pentax","","","HD Pentax  DA 55-300mm F4.0-5.8 ED WR"
"F4.5–6.3","Zoom lens","F22–32","Pentax KAF3","null","55–300 ","https://www.dpreview.com/products/pentax/lenses/pentax_55-300_4p5_6p3_ed_plm_wr_re","","Pentax","446.95","","HD PENTAX-DA 55-300mm F4.5-6.3 ED PLM WR RE"
"F2.8","Zoom lens","F22","Sony E","null","50–135 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_mk_50_135_t2p9","","Fujifilm","3,799.00","","Fujinon MK 50-135mm T2.9"
"F4.5–5.6","Zoom lens","F22","Fujifilm X","null","100–400 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_100-400_4p5_5p6_r_lm_ois_wr","Jan 15, 2016","Fujifilm","1,748.89 ","2,198.00","Fujifilm XF 100-400mm F4.5-5.6 R LM OIS WR"
"F2","Prime lens","F16","Fujifilm X","null","50 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_50_2_r_wr","","Fujifilm","449.00","","Fujifilm XF 50mm F2 R WR"
"F1.2","Prime lens","F16","Fujifilm X","null","56 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_56mm","","Fujifilm","880.00","","Fujifilm XF 56mm F1.2 R"
"F3.5–4.8","Zoom lens","F22","Fujifilm X","https://www.dpreview.com/reviews/fujifilm-55-200-3p5-4p8","55–200 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_55-200","Apr 17, 2013","Fujifilm","699.00","","Fujifilm XF 55-200mm F3.5-4.8 R LM OIS"
"F2","Prime lens","F22","Fujifilm X","null","35 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_35_2_r_wr","Oct 21, 2015","Fujifilm","399.00","","Fujifilm XF 35mm F2 R WR"
"F1.4","Prime lens","F16","Fujifilm X","null","35 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_35mm","","Fujifilm","549.00 ","599.00","Fujifilm XF 35mm F1.4 R"
"F2.8","Zoom lens","F22","Fujifilm X","null","50–140 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_50-140_2p8_ois_wr","Sep 10, 2014","Fujifilm","1,449.00 ","1,898.00","Fujifilm XF 50-140mm F2.8 R LM OIS WR"
"F2.8","Prime lens","F16","Fujifilm X","null","27 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_27mm","Jun 25, 2013","Fujifilm","","","Fujifilm XF 27mm F2.8"
"F1.4","Prime lens","F16","Fujifilm X","null","23 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_23mm","","Fujifilm","799.00","","Fujifilm XF 23mm F1.4 R"
"F2","Prime lens","F16","Fujifilm X","null","23 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_23_2_r_wr","Aug 25, 2016","Fujifilm","449.00","","Fujifilm XF 23mm F2 R WR"
"F2","Prime lens","F16","Fujifilm X","null","18 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_18mm","","Fujifilm","478.19 ","549.00","Fujifilm XF 18mm F2 R"
"F3.5–5.6","Zoom lens","F22","Fujifilm X","null","18–135 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_18-135_3p5-5p6_wr","Jun 16, 2014","Fujifilm","799.00","","Fujifilm XF 18-135mm F3.5-5.6 R LM OIS WR"
"F2.8","Prime lens","F22","Fujifilm X","null","80 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_80_2p8_r_lm_ois_wr_macro","","Fujifilm","1,199.00","","Fujifilm XF 80mm F2.8 R LM OIS WR Macro"
"F2.8–4","Zoom lens","F22","Fujifilm X","null","18–55 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_18-55","","Fujifilm","699.00","","Fujifilm XF 18-55mm F2.8-4 R LM OIS"
"F1.4","Prime lens","F16","Fujifilm X","null","16 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_16mm_1p4_r_wr","Apr 16, 2015","Fujifilm","899.00","","Fujifilm XF 16mm F1.4 R WR"
"F1.2","Prime lens","F16","Fujifilm X","null","56 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_56mm_apd","Sep 10, 2014","Fujifilm","1,349.00","","Fujifilm XF 56mm F1.2 R APD"
"F2.8","Zoom lens","F22","Fujifilm X","null","16–55 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_16-55_2p8_lm_wr","","Fujifilm","1,100.00","","Fujifilm XF 16-55mm F2.8 R LM WR"
"F4","Zoom lens","F22","Fujifilm X","null","10–24 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_10-24","Dec 18, 2013","Fujifilm","999.00","","Fujifilm XF 10-24mm F4 R OIS"
"F4.5–6.7","Zoom lens","F22","Fujifilm X","null","50–230 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xc_50-230_ii","Jan 15, 2015","Fujifilm","305.99","","Fujifilm XC 50-230mm F4.5-6.7 OIS II"
"F2.8","Prime lens","F22","Fujifilm X","https://www.dpreview.com/reviews/fujifilm-xf-14-f2-8r","14 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xf_14mm","","Fujifilm","799.00","","Fujifilm XF 14mm F2.8 R"
"F4.5–6.7","Zoom lens","F22","Fujifilm X","null","50–230 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xc_50-230","Sep 17, 2013","Fujifilm","395.00 ","399.00","Fujifilm XC 50-230mm F4.5-6.7 OIS"
"F3.5–5.6","Zoom lens","F22","Fujifilm X","null","16–50 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xc_16-50_ii","Jan 15, 2015","Fujifilm","216.29","","Fujifilm XC 16-50mm F3.5-5.6 OIS II"
"F4","Prime lens","F32","Fujifilm G","null","","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_gf_120mm_4_lm_ois_wr_macro","","Fujifilm","2,149.00","","Fujifilm GF 120mm F4 R LM OIS WR Macro"
"F2","Prime lens","F22","Fujifilm G","null","110 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_gf_110_2p0_r_lm_wr","","Fujifilm","2,249.00","","Fujifilm GF 110mm F2 R LM WR"
"F3.5–5.6","Zoom lens","F22","Fujifilm X","null","16–50 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_xc_16-50","Jun 25, 2013","Fujifilm","","","Fujifilm XC 16-50mm F3.5-5.6 OIS"
"F4","Zoom lens","F32","Fujifilm G","null","32–64 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_gf_32_64_4_r_lm_wr","","Fujifilm","2,299.00","","Fujifilm GF 32-64mm F4 R LM WR"
"F2.8","Prime lens","F32","Fujifilm G","null","45 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_gf_45_2p8_r_wr","","Fujifilm","1,399.00","","Fujifilm GF 45mm F2.8 R WR"
"F2.8","Prime lens","F22","Fujifilm X, Sony E","null","12 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_touit_12_2p8","Sep 18, 2012","Zeiss","938.99 ","949.99","Carl Zeiss Touit 2.8/12"
"F1.8","Prime lens","F22","Fujifilm X, Sony E","null","32 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_touit_32_1p8","Sep 18, 2012","Zeiss","559.99","","Carl Zeiss Touit 1.8/32"
"F2.8","Prime lens","F32","Fujifilm G","null","63 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_gf_63_2p8_r_wr","","Fujifilm","1,199.00","","Fujifilm GF 63mm F2.8 R WR"
"F4","Prime lens","F32","Fujifilm G","null","23 ","https://www.dpreview.com/products/fujifilm/lenses/fujifilm_gf_23_4p0_r_lm_wr","","Fujifilm","2,049.00","","Fujifilm GF 23mm F4 R LM WR"
"F4","Prime lens","F22","Leica M","null","85 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_85_4_zm","","Zeiss","879.55 ","987.00","Carl Zeiss Tele-Tessar T* 4/85 ZM"
"F1.4","Prime lens","F16","Canon EF, Nikon F (FX), Pentax KAF","null","85 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_85_1p4","","Zeiss","1,177.51","","Carl Zeiss Planar T* 1,4/85"
"F1.4","Prime lens","F16","Canon EF, Nikon F (FX), Pentax KAF","null","50 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_50_1p4","","Zeiss","725.00","","Carl Zeiss Planar T* 1,4/50"
"F2","Prime lens","F16","Leica M","null","85 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_85_2_zm","","Zeiss","","","Carl Zeiss Sonnar T* 2/85 ZM"
"F4","Prime lens","F22","Leica M","null","18 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_18_4_zm","","Zeiss","","","Carl Zeiss Distagon T* 4/18 ZM"
"F2","Prime lens","F22","Canon EF, Pentax KAF, Nikon F (FX)","null","50 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_50_2_macro","","Zeiss","1,143.49 ","1,283.00","Carl Zeiss Makro-Planar T* 50mm F2"
"F2","Prime lens","F22","Canon EF, Pentax KAF, Nikon F (FX)","null","100 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_100_2_macro","","Zeiss","","","Carl Zeiss Makro-Planar T* 2/100"
"F2","Prime lens","F22","Leica M","null","50 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_50_2_zm","","Zeiss","667.90 ","903.00","Carl Zeiss Planar T* 2/50 ZM"
"F3.5","Prime lens","F22","Canon EF, Nikon F (FX), Pentax KAF","null","18 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_18_3p5","","Zeiss","1,395.00","","Carl Zeiss Distagon T* 3,5/18"
"F2.8","Prime lens","F22","Nikon F (FX), Pentax KAF","null","25 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_25_2p8","","Zeiss","","","Carl Zeiss Distagon T* 2,8/25"
"","","","","null","","https://www.dpreview.com/products/zeiss/lenses/zeiss_25_2","Oct 27, 2011","Zeiss","1,461.05 ","1,490.00","Carl Zeiss Distagon T* 2/25"
"F2.8","Prime lens","F22","Leica M","null","15 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_15_2p8_zm","","Zeiss","","","Carl Zeiss Distagon T* 2,8/15 ZM"
"F1.4","Prime lens","F16","Leica M","null","35 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_35_1p4_zm","Sep 16, 2014","Zeiss","2,290.00 ","3,206.00","Carl Zeiss Distagon T* 1,4/35 ZM"
"F2","Prime lens","F22","Canon EF, Nikon F (FX), Pentax KAF","null","28 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_28_2","","Zeiss","","","Carl Zeiss Distagon T* 2/28"
"F1.5","Prime lens","F16","Leica M","null","50 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_50_1p5_zm","","Zeiss","1,261.00","","Carl Zeiss C Sonnar T* 1,5/50 ZM"
"F2","Prime lens","F22","Canon EF, Nikon F (FX), Pentax KAF","null","35 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_35_2","","Zeiss","","","Carl Zeiss Distagon T* 2/35"
"F2.8","Prime lens","F22","Canon EF, Nikon F (FX), Pentax KAF","null","21 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_21_2p8","Sep 19, 2008","Zeiss","1,150.00 ","1,350.00","Carl Zeiss Distagon T* 2,8/21"
"F2.8","Prime lens","F22","Canon EF, Nikon F (FX)","null","15 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_15_2p8","Mar 16, 2012","Zeiss","2,235.59 ","2,886.49","Carl Zeiss Distagon T* 2,8/15"
"F1.4","Prime lens","F16","Canon EF, Nikon F (FX)","null","35 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_35_1p4","","Zeiss","1,803.29","","Carl Zeiss Distagon T* 1,4/35"
"F2.8","Prime lens","F22","Leica M","null","35 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_35_2p8_zm","","Zeiss","1,200.99","","Carl Zeiss C Biogon T* 2,8/35 ZM"
"F4.5","Prime lens","F22","Leica M","null","21 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_21_4p5_zm","","Zeiss","1,527.69","","Carl Zeiss C Biogon T* 4,5/21 ZM"
"F2.8","Prime lens","F22","Leica M","null","28 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_28_2p8_zm","","Zeiss","1,141.00","","Carl Zeiss Biogon T* 2,8/28 ZM"
"F2.8","Prime lens","F32","Canon EF","null","90 ","https://www.dpreview.com/products/canon/lenses/canon_90_2p8_tse","","Canon","1,399.00","","Canon TS-E 90mm f/2.8"
"F2","Prime lens","F22","Leica M","null","35 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_35_2_zm","","Zeiss","989.00","","Carl Zeiss Biogon T* 2/35 ZM"
"F2.8","Prime lens","F22","Leica M","null","25 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_25_2p8_zm","","Zeiss","1,199.95","","Carl Zeiss Biogon T* 2,8/25 ZM"
"F4","Prime lens","F45","Canon EF","null","135 ","https://www.dpreview.com/products/canon/lenses/canon_ts-e_135_4p0_macro","","Canon","2,199.00","","Canon TS-E 135mm F4L Macro"
"F2.8","Prime lens","F22","Leica M","null","21 ","https://www.dpreview.com/products/zeiss/lenses/zeiss_21_2p8_zm","","Zeiss","1,499.00","","Carl Zeiss Biogon T* 2,8/21 ZM"
"F2.8","Prime lens","F22","Canon EF","null","45 ","https://www.dpreview.com/products/canon/lenses/canon_45_2p8_tse","","Canon","1,399.00","","Canon TS-E 45mm f/2.8"
